From File,To File,References,From Entities,To Entities
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/gui/Globals.java",3,3,2
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/bibtex/FieldPreferences.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/citationkeypattern/CitationKeyPatternPreferences.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/exporter/BibDatabaseWriter.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/exporter/BibtexDatabaseWriter.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/exporter/BibWriter.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/exporter/SaveConfiguration.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/formatter/bibtexfields/HtmlToLatexFormatter.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/fileformat/BibtexParser.java",4,2,3
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/ParserResult.java",2,2,1
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/layout/format/HTMLChars.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/layout/format/LatexToUnicodeFormatter.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/search/SearchQuery.java",7,3,3
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/util/OS.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/database/BibDatabase.java",9,8,4
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/database/BibDatabaseContext.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/database/BibDatabaseMode.java",2,2,1
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/database/BibDatabaseModeDetection.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/entry/BibEntry.java",12,4,4
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/entry/BibEntryTypesManager.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/entry/field/StandardField.java",7,3,6
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/entry/field/UnknownField.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/groups/AbstractGroup.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/groups/GroupHierarchyType.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/groups/KeywordGroup.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/groups/WordKeywordGroup.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/metadata/MetaData.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/search/rules/SearchRules.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/util/DummyFileUpdateMonitor.java",2,2,1
"/Users/andreseidenglanz/code/seminar/jabref/src/jmh/java/org/jabref/benchmarks/Benchmarks.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/preferences/JabRefPreferences.java",3,3,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/AuxCommandLine.java",3,1,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/JabRefCLI.java",56,9,37
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/SystemOutputPrinter.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/gui/externalfiles/AutoSetFileLinksUtil.java",4,2,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/gui/Globals.java",11,8,5
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/gui/undo/NamedCompound.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/bibtex/FieldPreferences.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/citationkeypattern/CitationKeyGenerator.java",4,2,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/exporter/AtomicFileWriter.java",5,2,4
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/exporter/BibDatabaseWriter.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/exporter/BibtexDatabaseWriter.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/exporter/BibWriter.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/exporter/EmbeddedBibFilePdfExporter.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/exporter/Exporter.java",5,3,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/exporter/ExporterFactory.java",5,3,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/exporter/SaveConfiguration.java",4,2,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/exporter/XmpPdfExporter.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/FetcherException.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/fileformat/BibtexParser.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/ImportException.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/ImportFormatPreferences.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/ImportFormatReader.java",5,2,5
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/OpenDatabase.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/OutputPrinter.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/ParseException.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/Parser.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/ParserResult.java",35,16,9
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/SearchBasedFetcher.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/WebFetchers.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/JabRefException.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/l10n/Localization.java",39,14,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/net/URLDownload.java",4,2,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/search/DatabaseSearcher.java",4,2,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/search/SearchQuery.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/shared/prefs/SharedDatabasePreferences.java",4,2,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/util/io/FileUtil.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/util/OS.java",3,3,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/xmp/XmpPreferences.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/database/BibDatabase.java",9,8,5
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/database/BibDatabaseContext.java",7,4,5
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/database/BibDatabaseMode.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/entry/BibEntry.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/entry/BibEntryTypesManager.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/strings/StringUtil.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/util/DummyFileUpdateMonitor.java",3,3,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/preferences/FilePreferences.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/preferences/GeneralPreferences.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/preferences/ImportExportPreferences.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/preferences/PreferencesService.java",23,12,16
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/preferences/SearchPreferences.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/AuxCommandLine.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/gui/auximport/AuxParserResultViewModel.java",4,2,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/AuxCommandLine.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/auxparser/AuxParser.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/AuxCommandLine.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/auxparser/AuxParserResult.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/AuxCommandLine.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/auxparser/DefaultAuxParser.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/AuxCommandLine.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/database/BibDatabase.java",3,3,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/AuxCommandLine.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/strings/StringUtil.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/JabRefCLI.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/gui/Globals.java",5,3,5
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/JabRefCLI.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/exporter/Exporter.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/JabRefCLI.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/exporter/ExporterFactory.java",3,2,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/JabRefCLI.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/ImportFormatReader.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/JabRefCLI.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/l10n/Localization.java",27,4,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/JabRefCLI.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/util/BuildInfo.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/JabRefCLI.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/preferences/PreferencesService.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/ArgumentProcessor.java",7,1,7
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/JabRefCLI.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/gui/Globals.java",7,3,7
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/gui/MainApplication.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/ImportFormatReader.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/journals/JournalAbbreviationLoader.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/l10n/Localization.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/net/ProxyAuthenticator.java",2,2,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/net/ProxyPreferences.java",3,2,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/net/ProxyRegisterer.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/net/ssl/SSLPreferences.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/net/ssl/TrustStoreManager.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/protectedterms/ProtectedTermsLoader.java",3,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/remote/client/RemoteClient.java",5,2,4
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/remote/RemotePreferences.java",3,2,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/util/BuildInfo.java",4,2,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/util/OS.java",3,2,3
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/util/Version.java",1,1,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/migrations/PreferencesMigrations.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/model/database/BibDatabaseContext.java",2,2,2
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/preferences/JabRefPreferences.java",4,2,4
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/Launcher.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/preferences/PreferencesService.java",7,3,7
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/cli/SystemOutputPrinter.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/logic/importer/OutputPrinter.java",2,2,1
"/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/gui/actions/Action.java","/Users/andreseidenglanz/code/seminar/jabref/src/main/java/org/jabref/gui/icon/JabRefIcon.java",2,2,1
